0,-0.00032959
0.002,-0.00090332
0.004,-0.001013184
0.006,-0.000720214
0.008,-0.000720214
0.01,-0.00041504
0.012,-0.00024414
0.014,-0.000524902
0.016,-0.000817872
0.018,-0.000390624
0.02,-0.000402832
0.022,-8.54492E-05
0.024,-0.000012207
0.026,-0.000024414
0.028,0.000305176
0.03,-0.000378418
0.032,-0.00065918
0.034,-0.000817872
0.036,-0.000256348
0.038,-0.000622558
0.04,-0.000195312
0.042,-0.00024414
0.044,-0.000927734
0.046,-0.000842286
0.048,-0.000231934
0.05,-0.000219726
0.052,0.000305176
0.054,7.32422E-05
0.056,-0.000158691
0.058,-0.000842286
0.06,0.000280762
0.062,-0.000268554
0.064,-0.000769042
0.066,-0.00102539
0.068,-0.000634766
0.07,-0.00053711
0.072,-0.000708008
0.074,-0.000891114
0.076,-0.000952148
0.078,-0.000354004
0.08,-9.76562E-05
0.082,-0.000231934
0.084,-0.00057373
0.086,-0.00024414
0.088,0.000390624
0.09,-0.000134277
0.092,-0.000354004
0.094,-0.000463868
0.096,-0.00053711
0.098,-0.000280762
0.1,-0.000305176
0.102,-0.000622558
0.104,-0.00102539
0.106,-0.000769042
0.108,-0.00020752
0.11,-0.00065918
0.112,-0.000842286
0.114,-0.000976562
0.116,-0.000317382
0.118,-0.000183105
0.12,-0.000439454
0.122,-0.001525878
0.124,-0.00053711
0.126,-0.000231934
0.128,4.88282E-05
0.13,-0.00032959
0.132,-0.000305176
0.134,-0.000439454
0.136,-0.000341796
0.138,-0.000219726
0.14,-0.000170898
0.142,-0.000280762
0.144,-0.000561524
0.146,-0.000756836
0.148,-0.000427246
0.15,-0.000500488
0.152,-0.001000976
0.154,-0.00041504
0.156,0
0.158,-0.000256348
0.16,-0.000195312
0.162,-0.000476074
0.164,-0.000146484
0.166,-0.000341796
0.168,-0.00078125
0.17,-0.000671386
0.172,-0.00065918
0.174,-0.00065918
0.176,-0.00065918
0.178,-0.000317382
0.18,-0.000756836
0.182,-0.000476074
0.184,0.000280762
0.186,0.000354004
0.188,-0.00012207
0.19,-0.00032959
0.192,-0.00032959
0.194,-0.000292968
0.196,-0.00032959
0.198,0.000720214
0.2,0.001586914
0.202,0.000305176
0.204,-0.000964356
0.206,-0.000219726
0.208,-0.000305176
0.21,0.000634766
0.212,0.00098877
0.214,-0.000585938
0.216,-0.00111084
0.218,-0.000683594
0.22,-0.000793458
0.222,-4.88282E-05
0.224,-0.000390624
0.226,-0.002417
0.228,-0.001513672
0.23,0.000134277
0.232,-0.000830078
0.234,-0.001538086
0.236,-0.001135254
0.238,-0.00131836
0.24,-0.001220704
0.242,-0.00102539
0.244,-0.001037598
0.246,-0.000524902
0.248,-0.000708008
0.25,-0.000744628
0.252,-0.000195312
0.254,-0.00020752
0.256,-0.000646972
0.258,-0.000854492
0.26,-0.000231934
0.262,-0.000158691
0.264,-0.000402832
0.266,0.000036621
0.268,-0.000134277
0.27,0.000024414
0.272,-0.000354004
0.274,-0.000427246
0.276,0.000488282
0.278,0.000354004
0.28,-0.000158691
0.282,-0.000842286
0.284,-0.000439454
0.286,-0.000317382
0.288,-0.000390624
0.29,-0.000390624
0.292,-0.000793458
0.294,-0.000793458
0.296,-0.000024414
0.298,-7.32422E-05
0.3,-0.0006958
0.302,-9.76562E-05
0.304,0.00032959
0.306,-7.32422E-05
0.308,-0.000183105
0.31,-0.000646972
0.312,-0.00032959
0.314,0.000341796
0.316,-0.000012207
0.318,-0.00024414
0.32,-0.000671386
0.322,-0.000231934
0.324,-9.76562E-05
0.326,0.000646972
0.328,-0.000488282
0.33,0.000134277
0.332,-0.000732422
0.334,-0.000476074
0.336,-0.001220704
0.338,-0.000830078
0.34,-0.000927734
0.342,-0.000976562
0.344,-0.001184082
0.346,-0.001489258
0.348,-0.000842286
0.35,-0.000109863
0.352,0.000622558
0.354,0.000561524
0.356,-0.001281738
0.358,-0.001257324
0.36,-7.32422E-05
0.362,-0.000012207
0.364,-0.000354004
0.366,-0.000671386
0.368,-0.00098877
0.37,-0.0015625
0.372,-0.000793458
0.374,-0.00057373
0.376,-0.0006958
0.378,-0.000195312
0.38,-0.000305176
0.382,0.000109863
0.384,-0.00041504
0.386,-7.32422E-05
0.388,0.00045166
0.39,-0.00024414
0.392,-0.000256348
0.394,-0.000402832
0.396,-0.000146484
0.398,0.00012207
0.4,0.000378418
0.402,0.001135254
0.404,6.10352E-05
0.406,-0.000390624
0.408,-0.000146484
0.41,-0.000830078
0.412,-0.00020752
0.414,-0.000036621
0.416,-0.00041504
0.418,-0.000842286
0.42,-0.001306152
0.422,-0.001489258
0.424,-0.001013184
0.426,-0.000878906
0.428,-0.000805664
0.43,-0.000720214
0.432,-0.00024414
0.434,-0.000476074
0.436,-0.000488282
0.438,-0.000561524
0.44,-0.000927734
0.442,-0.000463868
0.444,-0.000280762
0.446,0.000268554
0.448,-0.000378418
0.45,-0.001135254
0.452,-0.000842286
0.454,-0.000317382
0.456,-0.000170898
0.458,-9.76562E-05
0.46,-0.000219726
0.462,-0.000292968
0.464,-0.000769042
0.466,-0.00024414
0.468,-0.000219726
0.47,-0.000231934
0.472,-0.000354004
0.474,-0.000500488
0.476,-0.000183105
0.478,-0.000378418
0.48,0
0.482,-0.000256348
0.484,-8.54492E-05
0.486,0.000158691
0.488,-0.000256348
0.49,0.00036621
0.492,-0.000024414
0.494,-0.000476074
0.496,-0.000354004
0.498,-0.000256348
0.5,-0.000378418
0.502,-0.000732422
0.504,-0.000390624
0.506,0.00012207
0.508,-0.000622558
0.51,-0.000634766
0.512,-0.000183105
0.514,-0.000195312
0.516,-0.000634766
0.518,-0.00065918
0.52,-0.000109863
0.522,-0.00041504
0.524,-0.000634766
0.526,-0.00078125
0.528,-0.000195312
0.53,-0.000146484
0.532,0.000231934
0.534,-9.76562E-05
0.536,-0.000598144
0.538,-0.001062012
0.54,-0.000317382
0.542,0.000231934
0.544,-0.000463868
0.546,-0.0008667
0.548,-0.001037598
0.55,-0.00102539
0.552,-0.000488282
0.554,-0.000378418
0.556,-0.000439454
0.558,-0.0006958
0.56,-0.00036621
0.562,-0.000805664
0.564,0.000256348
0.566,0.000439454
0.568,-0.00057373
0.57,-0.000158691
0.572,-0.000549316
0.574,0.000280762
0.576,0.000500488
0.578,6.10352E-05
0.58,-0.000598144
0.582,-0.000488282
0.584,-0.000512696
0.586,-0.000317382
0.588,-0.000610352
0.59,-0.000683594
0.592,-0.000622558
0.594,-0.000292968
0.596,-0.000439454
0.598,-0.000634766
0.6,-0.000622558
0.602,0.00053711
0.604,0.000158691
0.606,-0.000500488
0.608,-0.00020752
0.61,-0.000158691
0.612,-0.000524902
0.614,-0.000622558
0.616,-0.00036621
0.618,-0.000793458
0.62,-0.000634766
0.622,-0.000732422
0.624,-0.00065918
0.626,-0.00053711
0.628,-0.00036621
0.63,-0.000439454
0.632,-0.000146484
0.634,-6.10352E-05
0.636,8.54492E-05
0.638,0.000134277
0.64,0.000183105
0.642,-0.000268554
0.644,-0.000390624
0.646,0.00024414
0.648,6.10352E-05
0.65,7.32422E-05
0.652,-0.00020752
0.654,-0.000842286
0.656,-0.00065918
0.658,-0.000598144
0.66,-0.00012207
0.662,-0.000744628
0.664,-0.0008667
0.666,-0.000793458
0.668,-0.000561524
0.67,-0.000219726
0.672,-0.000476074
0.674,-0.00053711
0.676,-0.000524902
0.678,-0.000463868
0.68,-0.000183105
0.682,-0.000134277
0.684,-4.88282E-05
0.686,-0.00032959
0.688,-0.000305176
0.69,-0.000354004
0.692,-0.000170898
0.694,-0.000109863
0.696,-0.000427246
0.698,-0.000390624
0.7,-0.000378418
0.702,-0.000317382
0.704,-0.00032959
0.706,-0.000378418
0.708,-0.000305176
0.71,-0.000231934
0.712,-9.76562E-05
0.714,-0.000146484
0.716,-0.000317382
0.718,-0.000219726
0.72,0.000158691
0.722,8.54492E-05
0.724,-0.000109863
0.726,0.000024414
0.728,-0.000427246
0.73,-0.000195312
0.732,-0.000183105
0.734,-0.000158691
0.736,-0.00020752
0.738,-0.00041504
0.74,-4.88282E-05
0.742,-0.000134277
0.744,-0.00032959
0.746,-0.000183105
0.748,-0.000146484
0.75,4.88282E-05
0.752,-8.54492E-05
0.754,-0.00053711
0.756,-7.32422E-05
0.758,-0.000256348
0.76,-0.000402832
0.762,-0.000842286
0.764,-0.000500488
0.766,-0.000793458
0.768,-0.000622558
0.77,-0.000134277
0.772,-0.000292968
0.774,-0.00102539
0.776,-0.000427246
0.778,-4.88282E-05
0.78,-0.000378418
0.782,-6.10352E-05
0.784,-0.000280762
0.786,-0.00032959
0.788,-0.000292968
0.79,-0.000817872
0.792,-0.000427246
0.794,-0.00032959
0.796,-0.000134277
0.798,-0.000268554
0.8,-0.000305176
