sec	CH1	CH40	CH41	
30.124	0.0482178	0.238739	12.2672	
30.126	0.0378418	0.23551	12.2624	
30.128	-0.631104	0.241089	12.2672	
30.13	-0.304565	0.242352	12.2769	
30.132	-0.119019	0.235657	12.2963	
30.134	-0.123291	0.234277	12.3205	
30.136	-0.460205	0.233356	12.3496	
30.138	-0.383911	0.236395	12.3884	
30.14	0.606079	0.240112	12.4271	
30.142	0.26123	0.241431	12.4756	
30.144	-0.245361	0.241858	12.524	
30.146	-0.162354	0.239233	12.5773	
30.148	0.0756836	0.232996	12.6306	
30.15	0.0860596	0.229034	12.6839	
30.152	0.0823975	0.226581	12.7372	
30.154	-0.422974	0.22973	12.7856	
30.156	-0.101318	0.228638	12.8341	
30.158	-0.159912	0.227411	12.8777	
30.16	0.0140381	0.227124	12.9164	
30.162	0.334473	0.227985	12.9455	
30.164	-0.360718	0.229602	12.9746	
30.166	-0.400391	0.229901	12.994	
30.168	0.0543213	0.228259	13.0085	
30.17	0.119019	0.226599	13.0182	
30.172	0.0158691	0.224725	13.023	
30.174	0.032959	0.223767	13.023	
30.176	-0.0708008	0.222461	13.0182	
30.178	-0.288086	0.220654	13.0133	
30.18	-0.10376	0.216785	13.0037	
30.182	-0.142212	0.215118	12.9891	
30.184	0.124512	0.212677	12.9697	
30.186	0.00671387	0.211066	12.9504	
30.188	0.158691	0.211108	12.9213	
30.19	0.289307	0.21228	12.8825	
30.192	0.473022	0.212445	12.8389	
30.194	0.404663	0.214539	12.7905	
30.196	0.445557	0.217645	12.7372	
30.198	0.432739	0.221686	12.6742	
30.2	0.238037	0.221228	12.6112	
30.202	0.255127	0.223688	12.5482	
30.204	0.101318	0.224341	12.4853	
30.206	-0.245972	0.226044	12.4271	
30.208	0.137939	0.226508	12.3738	
30.21	-0.186157	0.225995	12.3302	
30.212	-0.217285	0.227539	12.2963	
30.214	-0.26001	0.227515	12.2721	
30.216	-0.165405	0.225525	12.2624	
30.218	-0.507202	0.227441	12.2575	
30.22	-0.117798	0.22392	12.2624	
30.222	-0.13855	0.21955	12.2769	
30.224	-0.129395	0.219281	12.3011	
30.226	-0.162964	0.219897	12.3302	
30.228	-0.119019	0.215936	12.3593	
30.23	-0.154419	0.215155	12.398	
30.232	-0.328979	0.217896	12.4368	
30.234	-0.234375	0.215424	12.4756	
30.236	0.0201416	0.211639	12.5192	
30.238	-0.0244141	0.209308	12.5579	
30.24	-0.414429	0.21095	12.6015	
30.242	-0.116577	0.210486	12.6403	
30.244	0.206909	0.211658	12.6742	
30.246	0.0646973	0.208514	12.7033	
30.248	0.00549316	0.204108	12.7323	
30.25	-0.130005	0.203033	12.7517	
30.252	-0.032959	0.203284	12.7663	
30.254	-0.0183105	0.202637	12.7711	
30.256	0.201416	0.202802	12.7711	
30.258	0.483398	0.207477	12.7663	
30.26	-0.175781	0.20863	12.7469	
30.262	-0.147705	0.207867	12.7275	
30.264	0.184937	0.204938	12.6936	
30.266	0.222168	0.201324	12.6597	
30.268	0.108032	0.201489	12.6209	
30.27	0.137939	0.20025	12.5773	
30.272	0.0238037	0.195898	12.5289	
30.274	-0.45166	0.199243	12.4853	
30.276	-0.166016	0.196826	12.4368	
30.278	-0.0372314	0.195868	12.3932	
30.28	0.090332	0.194806	12.3496	
30.282	0.218506	0.196741	12.306	
30.284	0.570679	0.202325	12.2672	
30.286	0.359497	0.205621	12.2285	
30.288	0.342407	0.20802	12.1946	
30.29	-0.167847	0.208502	12.1558	
30.292	0.231323	0.209583	12.1219	
30.294	0.194092	0.207886	12.0831	
30.296	0.229492	0.20672	12.0492	
30.298	0.0177002	0.205743	12.0105	
30.3	-0.288696	0.207373	11.9814	
30.302	-0.233154	0.209448	11.9475	
30.304	-0.436401	0.212952	11.9184	
30.306	-0.186768	0.212164	11.8942	
30.308	0.978394	0.219824	11.8796	
30.31	0.858154	0.225867	11.8651	
30.312	0.232544	0.2276	11.8554	
30.314	-0.197754	0.226691	11.8506	
30.316	-0.608521	0.230951	11.8457	
30.318	-0.0134277	0.224908	11.8506	
30.32	0.141602	0.225153	11.8603	
30.322	-0.197754	0.224524	11.8796	
30.324	-0.649414	0.230536	11.9136	
30.326	-0.912476	0.239282	11.9572	
30.328	-0.802612	0.240997	12.0056	
30.33	-0.870972	0.246661	12.0686	
30.332	-0.648193	0.251953	12.1413	
30.334	-0.199585	0.252716	12.2188	
30.336	0.00671387	0.248181	12.3011	
30.338	0.115967	0.245502	12.3835	
30.34	0.0390625	0.239832	12.4659	
30.342	0.240479	0.239624	12.5385	
30.344	-0.00305176	0.237201	12.6015	
30.346	0.0714111	0.236292	12.6597	
30.348	-0.00549316	0.23559	12.7033	
30.35	0.0140381	0.234869	12.7323	
30.352	0.0134277	0.23418	12.7566	
30.354	0.00793457	0.230029	12.7711	
30.356	0.0286865	0.229303	12.7808	
30.358	0.111694	0.228821	12.7808	
30.36	-0.0128174	0.228809	12.7711	
30.362	0.0183105	0.225647	12.7517	
30.364	0.220337	0.224243	12.7275	
30.366	0.0952148	0.221191	12.6936	
30.368	0.233154	0.22298	12.6548	
30.37	0.593262	0.227722	12.6064	
30.372	0.39978	0.231561	12.5482	
30.374	0.48645	0.236096	12.4853	
30.376	-0.239258	0.237781	12.4223	
30.378	0.130615	0.236206	12.3544	
30.38	0.230713	0.237476	12.2866	
30.382	0.252075	0.238574	12.2139	
30.384	0.237427	0.239703	12.151	
30.386	0.0231934	0.239868	12.088	
30.388	-0.6427	0.244708	12.0298	
30.39	-0.310669	0.244922	11.9765	
30.392	-0.374756	0.243939	11.9378	
30.394	-0.0134277	0.240027	11.9039	
30.396	-0.43335	0.239905	11.8748	
30.398	-0.134888	0.236926	11.8603	
30.4	-0.0366211	0.234912	11.8506	
30.402	-0.111694	0.233478	11.8506	
30.404	-0.202026	0.234485	11.8554	
30.406	-0.0506592	0.232532	11.87	
30.408	-0.00610352	0.231213	11.8893	
30.41	-0.0964355	0.230316	11.9136	
30.412	0.234985	0.230493	11.9426	
30.414	0.46875	0.232581	11.9669	
30.416	-0.420532	0.235132	11.9959	
30.418	-0.647583	0.236536	12.0201	
30.42	0.391846	0.239276	12.0444	
30.422	-0.142212	0.239313	12.0637	
30.424	-0.280151	0.24082	12.0831	
30.426	-0.343018	0.242621	12.1025	
30.428	-0.17395	0.24317	12.1219	
30.43	-0.065918	0.242285	12.1364	
30.432	0.227051	0.241266	12.151	
30.434	-0.140381	0.240326	12.1655	
30.436	-0.424805	0.244373	12.1752	
30.438	0.126343	0.245392	12.1897	
30.44	0.153198	0.24278	12.1994	
30.442	0.101929	0.242633	12.2091	
30.444	0.106201	0.241626	12.2139	
30.446	0.0695801	0.241675	12.2139	
30.448	-0.0970459	0.24259	12.2139	
30.45	-0.125122	0.242542	12.2043	
30.452	-0.0402832	0.242615	12.1897	
30.454	0.450439	0.246936	12.1752	
30.456	0.875244	0.253674	12.151	
30.458	0.794067	0.256781	12.1267	
30.46	-0.315552	0.258179	12.0928	
30.462	-0.446167	0.261163	12.0541	
30.464	0.296631	0.26228	12.0105	
30.466	0.159302	0.261652	11.9669	
30.468	0.287476	0.263446	11.9281	
30.47	-0.0598145	0.262665	11.8845	
30.472	-0.459595	0.267023	11.8506	
30.474	-0.39917	0.266498	11.8215	
30.476	-0.0640869	0.265479	11.7973	
30.478	0.000610352	0.265112	11.7779	
30.48	-0.032959	0.264539	11.7682	
30.482	0.17395	0.264093	11.7634	
30.484	0.108032	0.259467	11.7682	
30.486	0.743408	0.263306	11.7731	
30.488	0.0622559	0.260504	11.7779	
30.49	-0.366821	0.262494	11.7876	
30.492	-0.0915527	0.261096	11.8021	
30.494	-0.424194	0.263397	11.8167	
30.496	-0.31311	0.264233	11.836	
30.498	-0.38208	0.267877	11.8651	
30.5	-0.48584	0.269849	11.8942	
30.502	-0.457153	0.272089	11.9329	
30.504	-0.332031	0.271045	11.9765	
30.506	-0.272827	0.271906	12.025	
30.508	-0.0335693	0.262457	12.0734	
30.51	0.195923	0.255835	12.1219	
30.512	0.420532	0.257715	12.1655	
30.514	0.308228	0.25882	12.2043	
30.516	-0.183716	0.254572	12.2382	
30.518	-0.110474	0.255542	12.2624	
30.52	0.219116	0.256317	12.2769	
30.522	0.0897217	0.255237	12.2866	
30.524	-0.223999	0.250983	12.2915	
30.526	-0.309448	0.244952	12.2915	
30.528	-0.307617	0.240002	12.2866	
30.53	-0.186157	0.233154	12.2818	
30.532	-0.202637	0.228699	12.2721	
30.534	-0.0854492	0.227557	12.2575	
30.536	0.0366211	0.227856	12.243	
30.538	0.194092	0.228638	12.2236	
30.54	0.270996	0.230957	12.1994	
30.542	0.155029	0.230103	12.1655	
30.544	0.198975	0.232062	12.1267	
30.546	0.41748	0.235522	12.0831	
30.548	0.522461	0.240692	12.025	
30.55	0.186157	0.242413	11.9669	
30.552	-0.111084	0.24339	11.899	
30.554	-0.132446	0.244635	11.8312	
30.556	0.187378	0.246222	11.7585	
30.558	0.13855	0.24649	11.6907	
30.56	0.0866699	0.247229	11.6229	
30.562	0.114136	0.248187	11.5647	
30.564	0.153809	0.247522	11.5066	
30.566	-0.339966	0.249969	11.4581	
30.568	-0.112305	0.248761	11.4097	
30.57	0.124512	0.244073	11.3709	
30.572	-0.065918	0.240735	11.3322	
30.574	0.107422	0.236945	11.2983	
30.576	0.230713	0.236859	11.2692	
30.578	0.275269	0.238306	11.2401	
30.58	-0.115967	0.237158	11.2159	
30.582	-0.0274658	0.234912	11.1868	
30.584	-0.126343	0.233801	11.1578	
30.586	-0.162964	0.235199	11.1287	
30.588	0.159302	0.230365	11.1045	
30.59	-0.162354	0.228882	11.0802	
30.592	-0.36438	0.228778	11.0609	
30.594	-0.098877	0.229633	11.0463	
30.596	-0.335693	0.228656	11.0318	
30.598	-0.379028	0.231097	11.0269	
30.6	-0.255737	0.233289	11.0269	
30.602	0.00549316	0.232227	11.0318	
30.604	0.185547	0.232062	11.0463	
30.606	0.175171	0.233307	11.0609	
30.608	0.20813	0.235327	11.0802	
30.61	-0.388794	0.238251	11.0996	
30.612	-0.310059	0.239001	11.1238	
30.614	0.254517	0.236859	11.1432	
30.616	0.565186	0.238306	11.1626	
30.618	0.490112	0.236731	11.1771	
30.62	-0.00671387	0.23288	11.1868	
30.622	-0.48584	0.236316	11.1965	
30.624	-0.820312	0.241718	11.1965	
30.626	-0.0396729	0.238684	11.2014	
30.628	0.356445	0.240509	11.2014	
30.63	0.0616455	0.240466	11.2014	
30.632	-0.306396	0.24126	11.2014	
30.634	-0.235596	0.242212	11.2062	
30.636	0.0366211	0.23833	11.2062	
30.638	-0.0878906	0.237946	11.2111	
30.64	-0.0140381	0.236554	11.2111	
30.642	0.335693	0.238892	11.2159	
30.644	0.562134	0.243451	11.2207	
30.646	0.751953	0.250275	11.2207	
30.648	0.262451	0.251929	11.2159	
30.65	-0.491943	0.255597	11.2159	
30.652	-0.178833	0.256982	11.2062	
30.654	0.344238	0.25592	11.1965	
30.656	-0.136108	0.248529	11.1917	
30.658	0.13855	0.241974	11.182	
30.66	-0.10376	0.239856	11.1723	
30.662	-0.180664	0.237201	11.1674	
30.664	-0.460815	0.238843	11.1674	
30.666	-0.740356	0.244653	11.1674	
30.668	-0.0292969	0.242072	11.1771	
30.67	-0.0830078	0.242303	11.1917	
30.672	-0.129395	0.239001	11.2159	
30.674	-0.132446	0.236334	11.245	
30.676	-0.176392	0.237457	11.2837	
30.678	-0.256958	0.240021	11.3322	
30.68	-0.217896	0.24187	11.3806	
30.682	-0.142822	0.241559	11.4388	
30.684	-0.256958	0.243048	11.4969	
30.686	-0.175781	0.237372	11.5599	
30.688	0.0421143	0.23717	11.618	
30.69	0.0787354	0.23429	11.6762	
30.692	0.0830078	0.234204	11.7246	
30.694	0.0683594	0.230646	11.7682	
30.696	-0.0140381	0.227655	11.8021	
30.698	0.310059	0.226935	11.8312	
30.7	1.10046	0.233081	11.8506	
30.702	0.253296	0.231042	11.8603	
30.704	0.211792	0.22984	11.8603	
30.706	-0.41626	0.231274	11.8554	
30.708	-0.379028	0.234729	11.8409	
30.71	0.26062	0.235376	11.8215	
30.712	0.258179	0.233752	11.8021	
30.714	-0.128174	0.231952	11.7827	
30.716	-0.50293	0.235144	11.7634	
30.718	-0.577393	0.239813	11.7391	
30.72	-0.395508	0.241577	11.7198	
30.722	-0.160522	0.242285	11.7052	
30.724	0.24353	0.24248	11.6858	
30.726	0.250854	0.241895	11.6713	
30.728	-0.032959	0.239148	11.6568	
30.73	-0.0860596	0.238147	11.6422	
30.732	0.320435	0.239325	11.6326	
30.734	0.160522	0.240076	11.6132	
30.736	-0.0732422	0.240442	11.5986	
30.738	-0.331421	0.241815	11.5793	
30.74	-0.253296	0.241638	11.5599	
30.742	-0.0848389	0.240936	11.5405	
30.744	0.0616455	0.239563	11.5211	
30.746	-0.195312	0.237341	11.5017	
30.748	0.111694	0.233234	11.4872	
30.75	-0.110474	0.232477	11.4678	
30.752	-0.255737	0.233923	11.4533	
30.754	0.0799561	0.233398	11.4388	
30.756	0.353394	0.235059	11.4291	
30.758	0.185547	0.235529	11.4194	
30.76	-0.0732422	0.235394	11.4097	
30.762	0.0195312	0.234448	11.4	
30.764	-0.0421143	0.233331	11.3952	
30.766	-0.202026	0.231952	11.3855	
30.768	-0.12207	0.23205	11.3806	
30.77	-0.12207	0.232025	11.3758	
30.772	-0.245972	0.233826	11.3758	
30.774	-0.159912	0.234351	11.3709	
30.776	-0.186768	0.233911	11.3709	
30.778	0.19043	0.233063	11.3758	
30.78	0.0640869	0.232544	11.3758	
30.782	-0.306396	0.235333	11.3806	
30.784	-0.0408936	0.234479	11.3903	
30.786	-0.0360107	0.233209	11.3952	
30.788	-0.0549316	0.232166	11.4	
30.79	0.103149	0.231573	11.4097	
30.792	0.0933838	0.228864	11.4145	
30.794	-0.0695801	0.228571	11.4194	
30.796	-0.112915	0.226343	11.4242	
30.798	-0.130005	0.223853	11.4291	
30.8	-0.101929	0.222314	11.4291	
30.802	0.152588	0.223785	11.4291	
30.804	0	0.22193	11.4291	
30.806	-0.0512695	0.220691	11.4242	
30.808	0.0695801	0.219305	11.4145	
30.81	0.131226	0.21673	11.4048	
30.812	0.460815	0.218237	11.3903	
30.814	0.287476	0.218567	11.3709	
30.816	0.219727	0.215112	11.3516	
30.818	-0.0311279	0.210522	11.3225	
30.82	-0.098877	0.211444	11.2934	
30.822	-0.0531006	0.207117	11.2595	
30.824	-0.162354	0.200537	11.2207	
30.826	-0.127563	0.201416	11.182	
30.828	-0.0720215	0.198572	11.1432	
30.83	0.0341797	0.198297	11.1093	
30.832	-0.158691	0.19682	11.0754	
30.834	0.274658	0.197211	11.0512	
30.836	0.662231	0.203467	11.0221	
30.838	-0.596313	0.208551	11.0027	
30.84	-0.320435	0.211615	10.9882	
30.842	-0.148315	0.209741	10.9737	
30.844	0.177002	0.20589	10.9688	
30.846	0.211792	0.200488	10.964	
30.848	0.308228	0.200946	10.9591	
30.85	0.0311279	0.196338	10.964	
30.852	-0.497437	0.199524	10.9688	
30.854	-0.152588	0.197607	10.9785	
30.856	-0.593872	0.202185	10.9979	
30.858	-0.333862	0.204138	11.0173	
30.86	-0.00305176	0.203131	11.0463	
30.862	0.0665283	0.20199	11.0802	
30.864	-0.113525	0.198517	11.119	
30.866	-0.250244	0.193616	11.1626	
30.868	-0.428467	0.197607	11.2062	
30.87	-0.419922	0.200977	11.2547	
30.872	-0.0537109	0.20022	11.2983	
30.874	0.455933	0.203455	11.3419	
30.876	0.587158	0.207562	11.3806	
30.878	0.067749	0.20567	11.4145	
30.88	-0.38208	0.207312	11.4388	
30.882	0.106201	0.206946	11.4581	
30.884	0.466309	0.209039	11.4678	
30.886	-0.0201416	0.207483	11.4775	
30.888	-0.202637	0.209088	11.4775	
30.89	-0.252686	0.210828	11.4775	
30.892	-0.291138	0.212909	11.4727	
30.894	-0.0604248	0.21283	11.4678	
30.896	0.0744629	0.213434	11.463	
30.898	-0.298462	0.213318	11.4581	
30.9	-0.377197	0.206085	11.4533	
30.902	0.0830078	0.204382	11.4484	
30.904	0.296021	0.205225	11.4388	
30.906	0.594482	0.207007	11.4291	
30.908	0.582275	0.209039	11.4145	
30.91	-0.0506592	0.20694	11.3952	
30.912	-0.0720215	0.205078	11.3709	
30.914	0.373535	0.207532	11.3467	
30.916	0.00366211	0.202539	11.3176	
30.918	0.0787354	0.197552	11.2886	
30.92	-0.0909424	0.194507	11.2595	
30.922	0.0152588	0.193054	11.2304	
30.924	-0.339966	0.194019	11.2062	
30.926	-0.528564	0.196796	11.1868	
30.928	-0.38269	0.200293	11.1674	
30.93	-0.279541	0.202228	11.1626	
30.932	-0.209351	0.201117	11.1578	
30.934	-0.0134277	0.199646	11.1626	
30.936	-0.146484	0.200378	11.1723	
30.938	-0.193481	0.198999	11.1868	
30.94	0.0268555	0.196735	11.2014	
30.942	0.0158691	0.196045	11.2207	
30.944	0.182495	0.197253	11.2353	
30.946	0.274048	0.198041	11.2547	
30.948	0.0817871	0.197742	11.2692	
30.95	0.427246	0.200909	11.2837	
30.952	0.439453	0.202747	11.2983	
30.954	-0.3302	0.205249	11.3079	
30.956	0.103149	0.202747	11.3128	
30.958	-0.0341797	0.201233	11.3176	
30.96	-0.29541	0.203455	11.3225	
30.962	0.0274658	0.203534	11.3322	
30.964	-0.0549316	0.203662	11.3419	
30.966	-0.0170898	0.201813	11.3516	
30.968	0.137939	0.201971	11.3661	
30.97	0.2771	0.203522	11.3855	
30.972	-0.158081	0.202643	11.4048	
30.974	0.106812	0.202112	11.4291	
30.976	-0.142822	0.201672	11.4533	
30.978	-0.163574	0.201404	11.4824	
30.98	0.0268555	0.201031	11.5114	
30.982	0.0939941	0.198907	11.5357	
30.984	-0.255127	0.20105	11.5647	
30.986	-0.281982	0.20351	11.589	
30.988	-0.368042	0.206641	11.618	
30.99	-0.474243	0.210352	11.6422	
30.992	-0.161743	0.211035	11.6713	
30.994	0.0250244	0.21059	11.6907	
30.996	0.0604248	0.210065	11.7149	
30.998	-0.0396729	0.209161	11.7343	
31	0.166016	0.209802	11.7488	
31.002	0.20752	0.210352	11.7634	
31.004	-0.0488281	0.21084	11.7682	
31.006	-0.0927734	0.211255	11.7731	
31.008	0.0762939	0.211322	11.7634	
31.01	-0.0482178	0.210492	11.7537	
31.012	0.0280762	0.206165	11.7343	
31.014	-0.101318	0.204303	11.7101	
31.016	-0.22644	0.20437	11.6858	
31.018	-0.124512	0.205304	11.6568	
31.02	0.119629	0.205511	11.6326	
31.022	0.105591	0.206036	11.6035	
31.024	0.194702	0.20636	11.5793	
31.026	0.0561523	0.205646	11.5599	
31.028	-0.209351	0.207019	11.5357	
31.03	0.278931	0.209467	11.5211	
31.032	0.290527	0.210785	11.5066	
31.034	-0.125732	0.209296	11.4921	
31.036	-0.204468	0.204718	11.4824	
31.038	0.289917	0.201654	11.4727	
31.04	0.430298	0.202753	11.463	
31.042	0.238037	0.20365	11.4581	
31.044	0.286865	0.204749	11.4484	
31.046	-0.493164	0.207562	11.4436	
31.048	-0.687866	0.211359	11.4388	
31.05	-0.177002	0.212817	11.4388	
31.052	0.0170898	0.208014	11.4436	
31.054	-0.110474	0.207593	11.4533	
31.056	-0.159912	0.203253	11.463	
31.058	0.0891113	0.200806	11.4824	
31.06	-0.0842285	0.201617	11.5017	
31.062	-0.488892	0.205841	11.526	
31.064	-0.255737	0.207263	11.5502	
31.066	0.165405	0.206415	11.5793	
31.068	0.127563	0.203406	11.6035	
31.07	0.144043	0.200647	11.6326	
31.072	0.0244141	0.200354	11.6519	
31.074	-0.116577	0.19696	11.6762	
31.076	-0.0830078	0.191919	11.6907	
31.078	-0.214844	0.19339	11.7004	
31.08	-0.0219727	0.189789	11.7101	
31.082	0.0854492	0.189581	11.7149	
31.084	0.165405	0.186572	11.7149	
31.086	0.067749	0.187048	11.7149	
31.088	-0.0213623	0.185236	11.7052	
31.09	-0.169678	0.184406	11.6955	
31.092	-0.0524902	0.182019	11.681	
31.094	0.22583	0.183673	11.6665	
31.096	0.188599	0.184814	11.6471	
31.098	-0.174561	0.183575	11.6277	
31.1	0.0933838	0.180737	11.6035	
31.102	-0.161133	0.181519	11.5841	
31.104	-0.0109863	0.178668	11.5599	
31.106	0.193481	0.174658	11.5357	
31.108	0.310059	0.171936	11.5114	
31.11	-0.0170898	0.1716	11.4921	
31.112	-0.24231	0.173303	11.4727	
31.114	-0.0579834	0.170148	11.4533	
31.116	0.00183105	0.170129	11.4388	
31.118	-0.0396729	0.169739	11.4242	
31.12	-0.249634	0.171326	11.4097	
31.122	-0.289917	0.174072	11.3952	
31.124	-0.0793457	0.171466	11.3855	
31.126	-0.0598145	0.166779	11.3709	
31.128	0.284424	0.165796	11.3612	
31.13	0.342407	0.166425	11.3467	
31.132	0.346069	0.167792	11.337	
31.134	-0.169067	0.169348	11.3225	
31.136	0.637207	0.174255	11.3128	
31.138	-0.186768	0.174188	11.3031	
31.14	-0.413818	0.178058	11.2983	
31.142	0.0738525	0.178638	11.2934	
31.144	0.0384521	0.177197	11.2886	
31.146	-0.297852	0.177435	11.2886	
31.148	-0.522461	0.181842	11.2934	
31.15	-0.414429	0.181714	11.3031	
31.152	-0.305786	0.180377	11.3128	
31.154	-0.514526	0.18222	11.3273	
31.156	0.237427	0.183563	11.3419	
31.158	0.507202	0.188293	11.3564	
31.16	0.0311279	0.185651	11.3709	
31.162	-0.186768	0.187244	11.3903	
31.164	0.245361	0.189148	11.4048	
31.166	0.34729	0.19245	11.4145	
31.168	-0.00427246	0.191113	11.4242	
31.17	0.088501	0.189227	11.4339	
31.172	0.0878906	0.188525	11.4388	
31.174	0.0860596	0.188318	11.4436	
31.176	-0.198364	0.188873	11.4484	
31.178	-0.0366211	0.187604	11.4533	
31.18	-0.0543213	0.187878	11.4581	
31.182	-0.0292969	0.187231	11.463	
31.184	0.143433	0.186115	11.4727	
31.186	0.154419	0.184839	11.4775	
31.188	-0.279541	0.183954	11.4824	
31.19	-0.012207	0.179333	11.4921	
31.192	-0.0427246	0.178143	11.4969	
31.194	-0.266113	0.180554	11.5017	
31.196	0.119629	0.181146	11.5114	
31.198	0.00427246	0.180792	11.5163	
31.2	-0.307007	0.182202	11.526	
31.202	-0.279541	0.182922	11.5308	
31.204	-0.0256348	0.18269	11.5405	
31.206	0.227051	0.184033	11.5453	
31.208	0.401001	0.18728	11.555	
31.21	-0.055542	0.187354	11.5647	
31.212	-0.601196	0.193085	11.5744	
31.214	0.0274658	0.192346	11.589	
31.216	0.259399	0.192676	11.5986	
31.218	0.198975	0.19342	11.618	
31.22	-0.0793457	0.193018	11.6374	
31.222	-0.309448	0.195056	11.6616	
31.224	-0.24231	0.195532	11.6907	
31.226	-0.126953	0.19624	11.7198	
31.228	-0.148315	0.19563	11.7585	
31.23	-0.253906	0.19538	11.807	
31.232	0.170288	0.194177	11.8554	
31.234	0.0946045	0.193866	11.9039	
31.236	-0.274658	0.194568	11.9475	
31.238	0.130615	0.192975	11.9959	
31.24	0.322266	0.191895	12.0347	
31.242	0.0506592	0.190021	12.0686	
31.244	-0.284424	0.189996	12.0928	
31.246	-0.108032	0.186145	12.1122	
31.248	0.0500488	0.179767	12.1219	
31.25	0.0854492	0.178851	12.1219	
31.252	0.0177002	0.178857	12.1219	
31.254	-0.192871	0.179681	12.1122	
31.256	-0.03479	0.17843	12.1025	
31.258	0.00366211	0.177576	12.088	
31.26	-0.0469971	0.177203	12.0637	
31.262	0.146484	0.173779	12.0395	
31.264	0.767822	0.1789	12.0056	
31.266	1.07971	0.188043	11.9717	
31.268	0.374146	0.190509	11.9281	
31.27	0.0463867	0.189532	11.8845	
31.272	-0.527954	0.194568	11.836	
31.274	-0.249634	0.195898	11.7827	
31.276	0.108643	0.196155	11.7391	
31.278	0.164185	0.195648	11.6955	
31.28	-0.223389	0.197662	11.6665	
31.282	-0.519409	0.202002	11.6422	
31.284	-0.725098	0.207599	11.6374	
31.286	-0.288086	0.209802	11.6422	
31.288	-0.488281	0.214471	11.6568	
31.29	-0.253906	0.215314	11.681	
31.292	0.256348	0.217352	11.7198	
31.294	0.630493	0.221399	11.7634	
31.296	0.300293	0.222516	11.8118	
31.298	0.200195	0.222772	11.8651	
31.3	0.409546	0.225934	11.9184	
31.302	-0.482178	0.229144	11.9669	
31.304	0.0164795	0.229199	12.0105	
31.306	-0.194702	0.229211	12.0541	
31.308	-0.0878906	0.22699	12.0928	
31.31	-0.128784	0.228107	12.1267	
31.312	-0.274658	0.22843	12.1606	
31.314	-0.336914	0.231219	12.1946	
31.316	-0.341187	0.234613	12.2236	
31.318	-0.201416	0.23623	12.2479	
31.32	-0.182495	0.235559	12.2769	
31.322	-0.0476074	0.233136	12.3011	
31.324	0.228882	0.234631	12.3254	
31.326	0.114746	0.235181	12.3448	
31.328	0.15686	0.233905	12.3593	
31.33	0.390625	0.234387	12.3738	
31.332	0.0354004	0.231281	12.3787	
31.334	0.090332	0.230493	12.3835	
31.336	0.132446	0.225446	12.3787	
31.338	0.0494385	0.224072	12.369	
31.34	0.0115967	0.22005	12.3544	
31.342	0.0256348	0.219568	12.3399	
31.344	-0.216064	0.221344	12.3205	
31.346	-0.0280762	0.218646	12.2963	
31.348	0.300903	0.216431	12.2769	
31.35	0.167847	0.213965	12.2527	
31.352	-0.175781	0.212665	12.2285	
31.354	-0.158081	0.2091	12.1994	
31.356	0.213623	0.208862	12.18	
31.358	0.176392	0.205554	12.1558	
31.36	0.0231934	0.205475	12.1316	
31.362	0.428467	0.207892	12.1074	
31.364	0.193481	0.207373	12.0831	
31.366	-0.425415	0.208154	12.0589	
31.368	-0.487061	0.212982	12.0347	
31.37	0.142212	0.213519	12.0105	
31.372	0.00793457	0.21272	11.9862	
31.374	-0.310669	0.214966	11.9669	
31.376	-0.396118	0.216943	11.9523	
31.378	-0.282593	0.219403	11.9378	
31.38	-0.195923	0.220819	11.9329	
31.382	-0.129395	0.22182	11.9329	
31.384	-0.231934	0.222705	11.9378	
31.386	-0.245361	0.223615	11.9523	
31.388	0.0860596	0.22168	11.9669	
31.39	0.197754	0.223535	11.9862	
31.392	0.356445	0.226672	12.0056	
31.394	0.321045	0.227222	12.025	
31.396	0.991211	0.235937	12.0395	
31.398	0.144043	0.237335	12.0492	
31.4	-0.566406	0.239929	12.0589	
31.402	0.0305176	0.237439	12.0589	
31.404	0.205078	0.239233	12.0589	
31.406	0.234375	0.239307	12.0541	
31.408	-0.180054	0.237097	12.0492	
31.41	-0.45105	0.241052	12.0444	
31.412	-0.501709	0.240057	12.0395	
31.414	-0.184937	0.241632	12.0395	
31.416	-0.231934	0.241357	12.0395	
31.418	-0.150146	0.240869	12.0395	
31.42	-0.0177002	0.240253	12.0395	
31.422	-0.0622559	0.237781	12.0395	
31.424	0.0531006	0.235889	12.0395	
31.426	0.285645	0.237476	12.0395	
31.428	0.200195	0.237994	12.0395	
31.43	0.296631	0.238422	12.0347	
31.432	0.0708008	0.237427	12.025	
31.434	0.0335693	0.236816	12.0105	
31.436	0.0512695	0.234583	11.9911	
31.438	-0.0561523	0.233838	11.9717	
31.44	-0.032959	0.230945	11.9475	
31.442	0.0665283	0.231104	11.9184	
31.444	0.0402832	0.228662	11.8893	
31.446	0.479736	0.232379	11.8651	
31.448	0.266113	0.23454	11.836	
31.45	-0.386963	0.237555	11.8118	
31.452	-0.323486	0.240613	11.7876	
31.454	-0.275879	0.241443	11.7682	
31.456	-0.0140381	0.241235	11.7537	
31.458	0.103149	0.24223	11.744	
31.46	0.144043	0.243201	11.7343	
31.462	0.0701904	0.242438	11.7295	
31.464	0.0494385	0.235254	11.7246	
31.466	0.245972	0.226917	11.7246	
31.468	0.0427246	0.223602	11.7295	
31.47	-0.239258	0.225531	11.7391	
