sec	CH1	CH40	CH41	
21.572	-0.0982666	0.208582	18.1005	
21.574	-0.090332	0.207617	18.1053	
21.576	-0.0817871	0.203467	18.1198	
21.578	0.233765	0.203088	18.1344	
21.58	0.350952	0.205249	18.1489	
21.582	0.257568	0.206	18.1683	
21.584	0.205078	0.206775	18.1925	
21.586	-0.302734	0.207318	18.2119	
21.588	-0.117798	0.202167	18.2361	
21.59	-0.0775146	0.201715	18.2603	
21.592	0.0726318	0.198444	18.2846	
21.594	-0.501099	0.202356	18.3088	
21.596	-0.465698	0.204144	18.3427	
21.598	-0.428467	0.207593	18.3766	
21.6	-0.166016	0.208234	18.4154	
21.602	-0.0469971	0.208472	18.4541	
21.604	-0.134888	0.208954	18.4977	
21.606	0.322266	0.209003	18.5414	
21.608	0.350342	0.211731	18.5801	
21.61	-0.131836	0.210223	18.614	
21.612	-0.0714111	0.209967	18.6479	
21.614	-0.0256348	0.20838	18.6673	
21.616	0.48645	0.211206	18.6867	
21.618	0.13916	0.209448	18.6964	
21.62	0.0384521	0.208502	18.6964	
21.622	-0.27771	0.211218	18.6964	
21.624	-0.123901	0.211072	18.6867	
21.626	-0.0268555	0.211194	18.677	
21.628	-0.0408936	0.20957	18.6625	
21.63	-0.249634	0.20921	18.6479	
21.632	0.19165	0.209631	18.6334	
21.634	0.0909424	0.210516	18.614	
21.636	-0.0897217	0.209937	18.5946	
21.638	0.383911	0.211359	18.5753	
21.64	0.0299072	0.209686	18.551	
21.642	-0.0848389	0.208752	18.5268	
21.644	0.721436	0.215723	18.4977	
21.646	0.0299072	0.215784	18.4687	
21.648	-0.187378	0.216406	18.4348	
21.65	0.0268555	0.212543	18.4057	
21.652	0.100708	0.21272	18.3815	
21.654	0.142822	0.209143	18.3572	
21.656	0.055542	0.209503	18.333	
21.658	-0.0592041	0.209674	18.3185	
21.66	-0.108032	0.210211	18.3088	
21.662	-0.341187	0.210645	18.2991	
21.664	-0.546875	0.213953	18.2943	
21.666	0.0286865	0.21037	18.2943	
21.668	0.229492	0.210266	18.2991	
21.67	0.245972	0.21181	18.304	
21.672	0.00610352	0.21123	18.3088	
21.674	-0.109253	0.209772	18.3136	
21.676	0.118408	0.210938	18.3136	
21.678	-0.200195	0.207861	18.3185	
21.68	0.0732422	0.206641	18.3233	
21.682	-0.0335693	0.202686	18.3233	
21.684	-0.331421	0.20589	18.3233	
21.686	-0.133057	0.206342	18.3282	
21.688	-0.0823975	0.201886	18.3282	
21.69	-0.113525	0.198114	18.333	
21.692	-0.374146	0.199823	18.3379	
21.694	-0.227661	0.198987	18.3427	
21.696	0.375977	0.199799	18.3476	
21.698	0.344849	0.200311	18.3524	
21.7	0.133667	0.199957	18.3572	
21.702	0.20813	0.200964	18.3572	
21.704	-0.182495	0.202374	18.3621	
21.706	-0.292358	0.205151	18.3572	
21.708	0.150757	0.202075	18.3524	
21.71	0.523682	0.201727	18.3427	
21.712	0.182495	0.202441	18.333	
21.714	-0.129395	0.202991	18.3185	
21.716	-0.586548	0.208649	18.304	
21.718	-0.20752	0.2091	18.2846	
21.72	-0.221558	0.210327	18.27	
21.722	0.088501	0.208698	18.2555	
21.724	0.305786	0.210431	18.241	
21.726	0.670166	0.213684	18.2264	
21.728	0.543213	0.21687	18.2119	
21.73	0.261841	0.214722	18.2022	
21.732	-0.317383	0.216962	18.1925	
21.734	0.0280762	0.213226	18.1828	
21.736	-0.356445	0.216583	18.178	
21.738	0.24353	0.217163	18.1731	
21.74	0.106812	0.216339	18.1683	
21.742	-0.0720215	0.21546	18.1683	
21.744	-0.341797	0.216455	18.1731	
21.746	-0.304565	0.219226	18.178	
21.748	-0.209351	0.217883	18.1877	
21.75	-0.491943	0.21875	18.1974	
21.752	-0.360718	0.220715	18.2119	
21.754	-0.0811768	0.21803	18.2313	
21.756	0.31189	0.220209	18.2507	
21.758	0.195312	0.216943	18.27	
21.76	0.0396729	0.211115	18.2894	
21.762	0.442505	0.213086	18.3088	
21.764	0.310059	0.211768	18.3282	
21.766	0.379639	0.215253	18.3427	
21.768	-0.473633	0.21911	18.3572	
21.77	-0.525513	0.224152	18.3669	
21.772	0.256348	0.225732	18.3718	
21.774	0.350342	0.228333	18.3766	
21.776	0.228271	0.229797	18.3766	
21.778	-0.516968	0.232629	18.3766	
21.78	-0.358276	0.232703	18.3766	
21.782	-0.0634766	0.230762	18.3669	
21.784	-0.103149	0.229742	18.3572	
21.786	-0.394897	0.230664	18.3427	
21.788	-0.0476074	0.229962	18.3282	
21.79	-0.0872803	0.23006	18.3088	
21.792	-0.0567627	0.229901	18.2846	
21.794	0.0256348	0.225146	18.2603	
21.796	0.0500488	0.22099	18.2313	
21.798	0.0170898	0.216876	18.2022	
21.8	0.268555	0.217902	18.1683	
21.802	0.170898	0.219141	18.1295	
21.804	-0.0695801	0.218488	18.0908	
21.806	0.768433	0.222949	18.0472	
21.808	-0.0585938	0.220032	17.9987	
21.81	0.132446	0.220038	17.9503	
21.812	0.0646973	0.219971	17.8921	
21.814	-0.0439453	0.220154	17.8292	
21.816	0.340576	0.218695	17.7662	
21.818	0.0286865	0.21759	17.7032	
21.82	-0.322876	0.220435	17.6402	
21.822	-0.151367	0.219171	17.5869	
21.824	-0.163574	0.219568	17.5385	
21.826	0.272217	0.222021	17.4997	
21.828	0.459595	0.226208	17.4706	
21.83	0.0646973	0.224359	17.4513	
21.832	-0.0982666	0.223425	17.4464	
21.834	0.545654	0.227972	17.4513	
21.836	0.262451	0.2297	17.4658	
21.838	-0.0341797	0.226202	17.49	
21.84	-0.31311	0.229034	17.5191	
21.842	-0.263062	0.230817	17.5578	
21.844	-0.490723	0.22851	17.6063	
21.846	-0.227661	0.230487	17.6596	
21.848	-0.235596	0.230969	17.7177	
21.85	-0.324707	0.233948	17.7807	
21.852	-0.393066	0.236871	17.8437	
21.854	-0.27832	0.238226	17.9067	
21.856	-0.214233	0.239813	17.9648	
21.858	0.415649	0.243378	18.0181	
21.86	0.327148	0.245569	18.0617	
21.862	0.640869	0.248566	18.1005	
21.864	0.00549316	0.243152	18.1247	
21.866	-0.317383	0.246039	18.1392	
21.868	0.465698	0.248401	18.1489	
21.87	0.462036	0.250562	18.1489	
21.872	0.373535	0.254236	18.1441	
21.874	0.0384521	0.253528	18.1392	
21.876	-0.783691	0.260181	18.1295	
21.878	-0.280151	0.26098	18.1198	
21.88	0.148926	0.261737	18.115	
21.882	0.00183105	0.26142	18.1053	
21.884	-0.127563	0.259381	18.0956	
21.886	-0.00183105	0.258069	18.0908	
21.888	0.231323	0.259558	18.0811	
21.89	-0.331421	0.261737	18.0714	
21.892	0.0463867	0.258459	18.0617	
21.894	-0.0860596	0.257043	18.052	
21.896	0.196533	0.255249	18.0375	
21.898	0.514526	0.256946	18.023	
21.9	0.476074	0.26037	18.0084	
21.902	-0.487061	0.263159	17.989	
21.904	-0.206299	0.263397	17.9697	
21.906	-0.128174	0.261755	17.9454	
21.908	0.098877	0.261237	17.9212	
21.91	0.60791	0.262079	17.897	
21.912	0.348511	0.263739	17.8728	
21.914	0.145264	0.263898	17.8534	
21.916	0.140991	0.259442	17.8292	
21.918	-0.324707	0.260614	17.8098	
21.92	-0.26123	0.261011	17.7952	
21.922	0.189209	0.262018	17.7807	
21.924	0.0750732	0.259711	17.771	
21.926	-0.0494385	0.253503	17.7662	
21.928	-0.305176	0.251123	17.7662	
21.93	-0.230713	0.250812	17.771	
21.932	-0.561523	0.253253	17.7759	
21.934	-0.140991	0.254382	17.7807	
21.936	-0.140991	0.252228	17.7856	
21.938	-0.238037	0.252173	17.7904	
21.94	0.0561523	0.251666	17.7952	
21.942	0.280762	0.253754	17.8001	
21.944	0.250244	0.252838	17.8049	
21.946	-0.39978	0.25379	17.8049	
21.948	-0.205078	0.253748	17.8049	
21.95	0.133057	0.250159	17.8049	
21.952	-0.00427246	0.246594	17.7952	
21.954	-0.197754	0.24776	17.7856	
21.956	-0.194092	0.246582	17.771	
21.958	-0.0549316	0.245178	17.7516	
21.96	0.334473	0.248126	17.7226	
21.962	0.0604248	0.244305	17.6887	
21.964	0.155029	0.242755	17.645	
21.966	0.145874	0.240417	17.5918	
21.968	-0.236206	0.238043	17.5336	
21.97	0.252686	0.235315	17.4706	
21.972	0.848389	0.241235	17.4028	
21.974	0.419312	0.241925	17.3301	
21.976	0.101318	0.240656	17.2575	
21.978	-0.205078	0.237537	17.1799	
21.98	-0.194092	0.235895	17.1121	
21.982	0.140991	0.23667	17.0491	
21.984	0.160522	0.237244	16.9958	
21.986	0.291138	0.236206	16.9474	
21.988	-0.0244141	0.235974	16.9086	
21.99	-0.285034	0.237952	16.8796	
21.992	-0.0958252	0.238342	16.865	
21.994	-0.147705	0.239563	16.8505	
21.996	-0.147095	0.240533	16.8505	
21.998	0.0305176	0.240668	16.8553	
22	-0.136719	0.239349	16.8699	
22.002	-0.268555	0.240326	16.8941	
22.004	-0.391846	0.243549	16.9183	
22.006	-0.0469971	0.236334	16.9474	
22.008	-0.212402	0.237872	16.9813	
22.01	-0.139771	0.237946	17.0201	
22.012	-0.133667	0.238635	17.0588	
22.014	-0.0354004	0.23855	17.0976	
22.016	-0.100098	0.236145	17.1412	
22.018	0.130615	0.237164	17.1799	
22.02	-0.13855	0.235321	17.2187	
22.022	-0.128784	0.235095	17.2526	
22.024	0.098877	0.234448	17.2817	
22.026	0.264282	0.234369	17.3059	
22.028	-0.0506592	0.23028	17.3253	
22.03	-0.283203	0.232465	17.3398	
22.032	-0.174561	0.233228	17.3495	
22.034	0.00671387	0.227838	17.3495	
22.036	0.0616455	0.22583	17.3447	
22.038	0.150757	0.226996	17.3301	
22.04	-0.111694	0.224982	17.3108	
22.042	-0.0115967	0.222467	17.2817	
22.044	0.112915	0.218689	17.2381	
22.046	0.0341797	0.216754	17.1945	
22.048	0.233154	0.21673	17.1412	
22.05	0.419922	0.217682	17.083	
22.052	0.580444	0.219556	17.0201	
22.054	0.332031	0.220093	16.9522	
22.056	0.569458	0.223645	16.8844	
22.058	-0.368042	0.223169	16.8166	
22.06	-0.0488281	0.220386	16.7487	
22.062	-0.00183105	0.213995	16.6809	
22.064	-0.100708	0.214948	16.6228	
22.066	0.17334	0.213507	16.5695	
22.068	-0.245972	0.21131	16.521	
22.07	-0.50293	0.211719	16.4871	
22.072	-0.0665283	0.208649	16.4581	
22.074	0.370483	0.211969	16.4435	
22.076	0.220337	0.206335	16.4435	
22.078	0.020752	0.203741	16.4532	
22.08	-0.231934	0.204572	16.4774	
22.082	-0.0640869	0.205194	16.5113	
22.084	0.0622559	0.204541	16.555	
22.086	0.15625	0.206085	16.6034	
22.088	-0.100098	0.204773	16.6567	
22.09	-0.279541	0.204254	16.7051	
22.092	-0.700684	0.210797	16.7536	
22.094	-0.385742	0.213794	16.802	
22.096	-0.270386	0.214532	16.8408	
22.098	-0.212402	0.211511	16.8796	
22.1	-0.101318	0.207764	16.9183	
22.102	-0.162964	0.204523	16.9522	
22.104	0.377197	0.206232	16.9813	
22.106	0.596924	0.210919	17.0055	
22.108	0.616455	0.216095	17.0249	
22.11	-0.172119	0.211737	17.0443	
22.112	-0.335083	0.211603	17.0588	
22.114	-0.0366211	0.210516	17.0637	
22.116	0.200195	0.211108	17.0685	
22.118	0.199585	0.209857	17.0685	
22.12	-0.19043	0.209149	17.0685	
22.122	-0.308228	0.210339	17.0588	
22.124	-0.161743	0.211206	17.0491	
22.126	-0.151367	0.212225	17.0394	
22.128	0.239258	0.211566	17.0249	
22.13	0.584106	0.2151	17.0055	
22.132	-0.570068	0.215186	16.9861	
22.134	-0.318604	0.216962	16.9716	
22.136	0.254517	0.218097	16.9522	
22.138	0.193481	0.217651	16.9377	
22.14	0.313721	0.220227	16.9183	
22.142	0.216675	0.219586	16.9086	
22.144	-0.182495	0.218909	16.8941	
22.146	-0.569458	0.220605	16.8844	
22.148	-0.452881	0.223083	16.8796	
22.15	0.0634766	0.222388	16.8796	
22.152	0.299072	0.225336	16.8796	
22.154	0.293579	0.226294	16.8796	
22.156	0.324707	0.2276	16.8796	
22.158	0.0488281	0.227539	16.8844	
22.16	0.0915527	0.22511	16.8844	
22.162	0.20874	0.226593	16.8844	
22.164	0.305176	0.228094	16.8796	
22.166	0.250244	0.229138	16.8747	
22.168	-0.113525	0.227911	16.8699	
22.17	0.186768	0.227252	16.8602	
22.172	0.0549316	0.219318	16.8553	
22.174	0.107422	0.216199	16.8505	
22.176	-0.239868	0.217584	16.8456	
22.178	-0.368042	0.219214	16.8408	
22.18	-0.547485	0.222748	16.8408	
22.182	-0.183716	0.223175	16.8408	
22.184	-0.161743	0.223187	16.8456	
22.186	-0.343628	0.223712	16.8505	
22.188	-0.13855	0.224854	16.8602	
22.19	-0.291138	0.224915	16.8699	
22.192	0.116577	0.225122	16.8796	
22.194	0.281372	0.226459	16.8941	
22.196	-0.22644	0.227252	16.9086	
22.198	-0.078125	0.227728	16.9232	
22.2	0.301514	0.229376	16.9377	
22.202	-0.275269	0.229443	16.9474	
22.204	-0.13916	0.226917	16.9571	
22.206	-0.0585938	0.227032	16.9668	
22.208	-0.0378418	0.225287	16.9716	
22.21	-0.0891113	0.22478	16.9765	
22.212	0.0726318	0.22417	16.9765	
22.214	0.574341	0.229559	16.9716	
22.216	0.141602	0.229974	16.9668	
22.218	0.00671387	0.228735	16.9522	
22.22	-0.55603	0.23291	16.9377	
22.222	0.169678	0.233319	16.9232	
22.224	0.078125	0.233112	16.9038	
22.226	0.203857	0.232507	16.8844	
22.228	0.59082	0.237909	16.865	
22.23	0.116577	0.236243	16.8505	
22.232	-0.534058	0.239838	16.8311	
22.234	-0.734253	0.247113	16.8166	
22.236	0.00305176	0.246527	16.8069	
22.238	0.220337	0.247223	16.7972	
22.24	0.0653076	0.246759	16.7924	
22.242	-0.219727	0.24884	16.7875	
22.244	-0.296021	0.250671	16.7827	
22.246	-0.153809	0.251868	16.7827	
22.248	-0.240479	0.251941	16.7827	
22.25	-0.137329	0.249115	16.7875	
22.252	-0.00488281	0.243359	16.7924	
22.254	-0.148315	0.241522	16.7972	
22.256	0.157471	0.237402	16.802	
22.258	0.883789	0.24256	16.8069	
22.26	0.9552	0.251624	16.8069	
22.262	0.105591	0.252661	16.8117	
22.264	-0.00793457	0.251733	16.8166	
22.266	0.177002	0.25177	16.8166	
22.268	0.0817871	0.250128	16.8166	
22.27	0.319824	0.248297	16.8117	
22.272	0.262451	0.250256	16.8117	
22.274	-0.413208	0.250684	16.8117	
22.276	-1.03333	0.258813	16.8117	
22.278	-0.525513	0.263861	16.8214	
22.28	-0.233154	0.263873	16.8263	
22.282	-0.366211	0.266895	16.8408	
22.284	-0.320435	0.269476	16.8602	
22.286	-0.126953	0.269183	16.8796	
22.288	0.0952148	0.269135	16.9086	
22.29	0.179443	0.268134	16.9377	
22.292	0.057373	0.2617	16.9668	
22.294	-0.0213623	0.258057	16.9958	
22.296	-0.302734	0.25838	17.0249	
22.298	0.176392	0.25802	17.054	
22.3	0.310669	0.260114	17.0734	
22.302	0.0152588	0.258636	17.0927	
22.304	0.153198	0.256396	17.1073	
22.306	-0.559692	0.256024	17.117	
22.308	-0.294189	0.252802	17.1266	
22.31	0.0860596	0.251941	17.1266	
22.312	0.20752	0.250665	17.1266	
22.314	0.710449	0.257404	17.1218	
22.316	0.706177	0.262463	17.117	
22.318	-0.222778	0.262695	17.1024	
22.32	-0.15686	0.26236	17.0879	
22.322	0.127563	0.260553	17.0685	
22.324	-0.160522	0.260541	17.0443	
22.326	0.223999	0.261267	17.0201	
22.328	0.0939941	0.259814	16.9958	
22.33	-0.124512	0.255219	16.9716	
22.332	-0.598755	0.255505	16.9474	
22.334	-0.427856	0.256598	16.928	
22.336	-0.103149	0.255084	16.9135	
22.338	0.00671387	0.253217	16.8989	
22.34	0.662842	0.256708	16.8941	
22.342	-0.0976562	0.255518	16.8892	
22.344	-0.418701	0.25788	16.8892	
22.346	0.301514	0.2552	16.8892	
22.348	0.628662	0.256958	16.8941	
22.35	0.830688	0.26463	16.8941	
22.352	-0.256958	0.264209	16.8989	
22.354	-0.438232	0.265656	16.8989	
22.356	-0.164795	0.264056	16.8989	
22.358	-0.244141	0.26601	16.8989	
22.36	-0.0793457	0.265887	16.8989	
22.362	0.0323486	0.264124	16.8989	
22.364	-0.0305176	0.261377	16.9086	
22.366	-0.161133	0.260486	16.9183	
22.368	0.15686	0.260919	16.9377	
22.37	-0.181274	0.260864	16.9571	
22.372	-0.26123	0.262927	16.9861	
22.374	0.240479	0.264258	17.0152	
22.376	-0.228271	0.264142	17.0491	
22.378	-0.172119	0.262183	17.0879	
22.38	-0.135498	0.258063	17.1315	
22.382	-0.00366211	0.256262	17.1703	
22.384	-0.353394	0.258179	17.209	
22.386	-0.363159	0.258374	17.2429	
22.388	-0.123291	0.258221	17.2768	
22.39	-0.288086	0.258191	17.3059	
22.392	-0.321655	0.260242	17.3301	
22.394	-0.103149	0.258459	17.3544	
22.396	-0.00305176	0.256226	17.3689	
22.398	0.188599	0.25733	17.3786	
22.4	0.362549	0.257941	17.3786	
22.402	0.161743	0.256805	17.3737	
22.404	0.0177002	0.255591	17.3544	
22.406	0.409546	0.2591	17.335	
22.408	0.318604	0.261908	17.3011	
22.41	-0.152588	0.262543	17.2575	
22.412	0.223999	0.264056	17.209	
22.414	0.232544	0.260638	17.1557	
22.416	0.542603	0.264648	17.1024	
22.418	0.341797	0.267999	17.0491	
22.42	-0.202637	0.264465	16.9958	
22.422	-0.111694	0.263885	16.9522	
22.424	-0.0384521	0.263489	16.9135	
22.426	-0.285034	0.264301	16.8844	
22.428	-0.00427246	0.258435	16.8602	
22.43	0.0128174	0.257397	16.8505	
22.432	0.178223	0.253839	16.8456	
22.434	-0.297852	0.249475	16.8456	
22.436	-0.102539	0.25047	16.8553	
22.438	0.0787354	0.249054	16.865	
22.44	0.0231934	0.248633	16.8796	
22.442	-0.00610352	0.246497	16.8941	
22.444	0.00549316	0.243591	16.9086	
22.446	0.185547	0.243909	16.928	
22.448	0.264893	0.244153	16.9474	
22.45	-0.151978	0.244299	16.9668	
22.452	0.0354004	0.244604	16.9861	
22.454	-0.00549316	0.243176	17.0055	
22.456	-0.396118	0.245563	17.0249	
22.458	-0.292969	0.239655	17.0443	
22.46	-0.108643	0.231189	17.0637	
22.462	-0.0567627	0.230701	17.0782	
22.464	-0.0744629	0.231366	17.0927	
22.466	-0.220947	0.231805	17.1073	
22.468	-0.0201416	0.231189	17.117	
22.47	-0.065918	0.22865	17.1266	
22.472	-0.0665283	0.226691	17.1315	
22.474	-0.241699	0.224976	17.1363	
22.476	0.302734	0.21767	17.1315	
22.478	1.05896	0.223004	17.1266	
22.48	0.404053	0.224713	17.1121	
22.482	-0.444336	0.225494	17.0927	
22.484	-0.378418	0.226074	17.0685	
22.486	-0.100708	0.225812	17.0443	
22.488	0.101318	0.225873	17.0152	
22.49	0.20874	0.226166	16.9861	
22.492	-0.0408936	0.226001	16.9522	
22.494	-0.27832	0.228571	16.928	
22.496	-0.365601	0.229199	16.9038	
22.498	-0.15686	0.229004	16.8796	
22.5	0.211792	0.228015	16.8602	
22.502	0.142212	0.229285	16.8408	
22.504	0.319214	0.230945	16.8263	
22.506	0.38208	0.229169	16.8117	
22.508	0.331421	0.229541	16.7924	
22.51	0.627441	0.234955	16.7778	
22.512	-0.0524902	0.233405	16.7584	
22.514	-0.708008	0.23338	16.7439	
22.516	-0.122681	0.227545	16.7294	
22.518	0.0860596	0.226178	16.7148	
22.52	-0.0854492	0.225464	16.7003	
22.522	-0.0958252	0.225146	16.6955	
22.524	-0.0689697	0.224231	16.6906	
22.526	-0.297241	0.224963	16.6955	
22.528	-0.52124	0.229236	16.7003	
22.53	-0.0744629	0.228735	16.71	
22.532	0.303955	0.225787	16.7245	
22.534	0.292358	0.224432	16.7391	
22.536	0.239258	0.225793	16.7584	
22.538	0.271606	0.228442	16.773	
22.54	0.438232	0.226196	16.7875	
22.542	-0.0952148	0.226172	16.802	
22.544	-0.525513	0.22724	16.8117	
22.546	-0.0640869	0.224866	16.8214	
22.548	0.26123	0.221191	16.8263	
22.55	0.512085	0.218005	16.8311	
22.552	0.237427	0.21781	16.8311	
22.554	-0.961304	0.223041	16.8311	
22.556	-0.581665	0.227209	16.8311	
22.558	-0.134277	0.226111	16.8263	
22.56	0.0201416	0.225519	16.8263	
22.562	0.0842285	0.226038	16.8214	
22.564	0.147705	0.227209	16.8214	
22.566	-0.0543213	0.226141	16.8214	
22.568	-0.0402832	0.224976	16.8214	
22.57	0.823975	0.231403	16.8214	
22.572	0.31311	0.231921	16.8214	
22.574	-0.784302	0.23736	16.8214	
22.576	-0.0646973	0.235724	16.8214	
22.578	0.274048	0.236743	16.8263	
22.58	0.142822	0.236816	16.8263	
22.582	0.168457	0.238464	16.8263	
22.584	0.0585938	0.235516	16.8263	
22.586	-0.123901	0.233124	16.8311	
22.588	-0.210571	0.233997	16.8311	
22.59	-0.597534	0.237091	16.836	
22.592	-0.220337	0.236078	16.836	
22.594	0.385132	0.238898	16.8408	
22.596	0.22644	0.241132	16.8456	
22.598	0.151367	0.240759	16.8456	
22.6	-0.0445557	0.237579	16.8505	
22.602	-0.0775146	0.236737	16.8505	
22.604	0.300293	0.239563	16.8553	
22.606	0.130615	0.236774	16.8505	
22.608	0.541992	0.239008	16.8505	
22.61	-0.469971	0.242181	16.8456	
22.612	0.0762939	0.240704	16.8408	
22.614	0.125732	0.239636	16.836	
22.616	0.117188	0.235382	16.8311	
22.618	-0.0604248	0.232568	16.8311	
22.62	-0.0384521	0.230927	16.8311	
22.622	-0.523071	0.23504	16.8311	
22.624	0.12146	0.23587	16.836	
22.626	0.0958252	0.233978	16.8408	
22.628	-0.466309	0.238599	16.8456	
22.63	-0.158691	0.240057	16.8553	
22.632	-0.0140381	0.238416	16.865	
22.634	0.0994873	0.236432	16.8747	
22.636	0.240479	0.237811	16.8844	
22.638	0.0836182	0.23786	16.8941	
22.64	-0.184937	0.239478	16.8989	
22.642	0.0262451	0.239679	16.9038	
22.644	0.0183105	0.239807	16.9038	
22.646	-0.233154	0.240283	16.8989	
22.648	-0.19165	0.239551	16.8941	
22.65	0.0341797	0.238373	16.8892	
22.652	0.0579834	0.238599	16.8796	
22.654	0.113525	0.239679	16.865	
22.656	-0.101929	0.236737	16.8456	
22.658	-0.132446	0.235132	16.8214	
22.66	0.518799	0.239233	16.7924	
22.662	0.458374	0.24325	16.7584	
22.664	-0.234375	0.244849	16.7148	
22.666	0.328979	0.245929	16.6615	
22.668	-0.228882	0.248016	16.5986	
22.67	0.215454	0.249512	16.5259	
22.672	0.257568	0.251422	16.4581	
22.674	0.45105	0.253516	16.3854	
22.676	0.666504	0.257153	16.3176	
22.678	0.181274	0.248376	16.2546	
22.68	-1.05896	0.254926	16.2013	
22.682	-0.45166	0.254999	16.1577	
22.684	0.165405	0.252869	16.1238	
22.686	0.157471	0.253436	16.1044	
22.688	-0.0567627	0.252991	16.0947	
22.69	-0.283813	0.253741	16.0947	
22.692	-0.524902	0.258582	16.1044	
22.694	-0.198975	0.257788	16.1189	
22.696	0.043335	0.254565	16.1383	
22.698	0.36499	0.256647	16.1577	
22.7	-0.106201	0.255591	16.1771	
22.702	-0.246582	0.256635	16.1964	
22.704	0.0756836	0.254199	16.2207	
22.706	0.296631	0.253345	16.24	
22.708	0.442505	0.254456	16.2643	
22.71	0.678711	0.254968	16.2885	
22.712	-0.0921631	0.255365	16.3127	
22.714	-0.172119	0.250006	16.3321	
22.716	-0.422363	0.253003	16.3515	
22.718	-0.455933	0.256702	16.3708	
22.72	0.0604248	0.256451	16.3902	
22.722	0.0378418	0.255872	16.4048	
22.724	-0.0201416	0.255383	16.4241	
22.726	-0.088501	0.253296	16.4435	
22.728	-0.00671387	0.248151	16.4581	
22.73	0.327759	0.250684	16.4774	
22.732	-0.311279	0.250757	16.492	
22.734	-0.359497	0.251428	16.5065	
22.736	0.814819	0.257184	16.5162	
22.738	0.740967	0.261877	16.5259	
22.74	-0.345459	0.26095	16.5307	
22.742	-0.308838	0.263086	16.5259	
22.744	-0.180664	0.259637	16.521	
22.746	-0.205078	0.261047	16.5065	
22.748	-0.263062	0.261066	16.4968	
22.75	-0.192261	0.257867	16.4823	
22.752	-0.169678	0.25719	16.4677	
22.754	-0.090332	0.24848	16.4581	
22.756	0.15564	0.24422	16.4484	
22.758	0.12085	0.244086	16.4435	
22.76	-0.380859	0.247693	16.4435	
22.762	-0.032959	0.24718	16.4435	
22.764	0.478516	0.250488	16.4484	
22.766	0.74707	0.257416	16.4532	
22.768	0.264282	0.259656	16.4581	
22.77	0.55603	0.256976	16.4629	
22.772	-0.276489	0.25661	16.4581	
22.774	-0.0390625	0.249158	16.4435	
22.776	-0.252075	0.251031	16.4241	
22.778	-0.211182	0.250403	16.3951	
22.78	0.300293	0.251978	16.3708	
22.782	0.19165	0.252209	16.3418	
22.784	-0.36377	0.255261	16.3176	
22.786	-0.46936	0.258716	16.2982	
22.788	-0.458374	0.261194	16.2885	
22.79	-0.270386	0.257922	16.2885	
22.792	0.0897217	0.256616	16.2982	
22.794	0.302124	0.255786	16.3176	
22.796	0.211792	0.25564	16.3418	
22.798	0.324707	0.257373	16.3708	
22.8	0.545654	0.262384	16.4048	
22.802	0.29541	0.264563	16.4338	
22.804	-0.237427	0.263934	16.4629	
22.806	0.185547	0.264484	16.4871	
22.808	-0.385132	0.262915	16.5113	
22.81	-0.169067	0.259906	16.5307	
22.812	-0.258179	0.261725	16.5501	
22.814	-0.39917	0.264459	16.5695	
22.816	-0.610962	0.269397	16.5986	
22.818	-0.574951	0.274542	16.6228	
22.82	-0.437622	0.278534	16.6567	
22.822	-0.140381	0.274707	16.6906	
22.824	0.418091	0.277673	16.7245	
22.826	0.803223	0.284747	16.7584	
22.828	0.650635	0.286591	16.7875	
22.83	-0.220947	0.287213	16.8069	
22.832	-0.39978	0.291071	16.8166	
22.834	0.206299	0.292139	16.8214	
22.836	0.343018	0.293164	16.8166	
22.838	0.0354004	0.292682	16.8069	
22.84	-0.045166	0.291284	16.7924	
22.842	-0.0848389	0.29187	16.773	
22.844	-0.585938	0.297546	16.7487	
22.846	-0.457153	0.299786	16.7245	
22.848	-0.211792	0.299988	16.6955	
22.85	-0.0140381	0.299786	16.6664	
22.852	0.427246	0.303479	16.6373	
22.854	0.510254	0.307446	16.6082	
22.856	0.358887	0.310016	16.5792	
22.858	0.167847	0.31037	16.5501	
22.86	-0.249023	0.307672	16.5162	
22.862	-0.0939941	0.304028	16.4871	
22.864	0.222168	0.303906	16.4532	
22.866	0.129395	0.30191	16.4193	
22.868	-0.0726318	0.300348	16.3902	
22.87	-0.065918	0.298853	16.366	
22.872	0.123291	0.29751	16.3563	
22.874	-0.591431	0.298914	16.3515	
22.876	-0.289307	0.295142	16.3563	
22.878	0.0628662	0.293958	16.3708	
22.88	0.00976562	0.283466	16.3902	
22.882	-0.0683594	0.279633	16.4241	
22.884	-0.266724	0.280646	16.4629	
22.886	-0.183105	0.280902	16.5065	
22.888	0.3302	0.283636	16.5453	
22.89	0.0897217	0.281696	16.5889	
22.892	0.0219727	0.276666	16.6228	
22.894	-0.358887	0.278265	16.6518	
22.896	0.0897217	0.278729	16.6761	
22.898	-0.0158691	0.275238	16.6858	
22.9	-0.286255	0.277039	16.6955	
22.902	0.0531006	0.275104	16.6955	
22.904	-0.241699	0.276764	16.6955	
22.906	-0.140381	0.275201	16.6955	
22.908	-0.0238037	0.271014	16.6906	
22.91	0.286865	0.267096	16.6858	
22.912	0.341797	0.269592	16.6809	
22.914	-0.426025	0.272131	16.6761	
22.916	0.187988	0.269788	16.6664	
22.918	0.3125	0.268353	16.6615	
22.92	0.170898	0.269458	16.6518	
22.922	0.0671387	0.269751	16.6373	
